block_number,average_gwei_paid
4.688336e+06,52.87075452133784
4.688337e+06,26.03560002553846
4.688338e+06,82.70689655172414
4.688339e+06,39.983870967741936
4.68834e+06,52.746140643474575
4.688341e+06,47.51137072064583
4.688342e+06,42.54266211604096
4.688343e+06,51.81056243559793
4.688344e+06,47.08743070526341
4.688345e+06,82.74260353817752
4.688346e+06,52.09619277792517
4.688347e+06,55.22944651133582
4.688348e+06,54.83297296090265
4.688349e+06,75.95432692307692
4.68835e+06,62.72241379310339
4.688351e+06,67.56847826086951
4.688352e+06,49.977887627084414
4.688353e+06,51.55096428571429
4.688354e+06,57.237473762753844
4.688355e+06,47.66625
4.688356e+06,44.6774068436352
4.688357e+06,62.08358208955223
4.688358e+06,78.25657361586086
4.688359e+06,74.13866666666665
4.68836e+06,50.42223736018243
4.688361e+06,76.9423076923077
4.688362e+06,56.98065638463768
4.688363e+06,72.8299005449091
4.688364e+06,49.01885727398095
4.688365e+06,45.91394425442308
4.688366e+06,74.84782608695652
4.688367e+06,70.43392857142854
4.688368e+06,49.60075918541781
4.688369e+06,54.553696932230764
4.68837e+06,74.60714285714282
4.688371e+06,75.02557153449412
4.688372e+06,60.81480392156863
4.688373e+06,90.6844826173793
4.688374e+06,43.51781609202299
4.688375e+06,86.13349056
4.688376e+06,70.15182581968538
4.688377e+06,89.26666666666667
4.688378e+06,54.718787877915155
4.688379e+06,46.92831696810443
4.68838e+06,54.317294472086616
4.688381e+06,40.40616454912418
4.688382e+06,54.97542564571178
4.688383e+06,30.659605755016393
4.688384e+06,55.21634313447097
4.688385e+06,55.16908542911716
4.688386e+06,53.00983564532243
4.688387e+06,31.71929260450161
4.688388e+06,53.24114798049431
4.688389e+06,51.706785555572225
4.68839e+06,54.45746729491935
4.688391e+06,83.79011976047904
4.688392e+06,74.20535714285714
4.688393e+06,56.037202797619045
4.688394e+06,79.45161290322581
4.688395e+06,51.529103383335446
4.688396e+06,51.50046575941837
4.688397e+06,52.94675705523313
4.688398e+06,55.55635834039785
4.688399e+06,51.58731602945588
4.6884e+06,73.8485294117647
4.688401e+06,54.48962664889831
4.688402e+06,47.528458333877765
4.688403e+06,76.29282407407408
4.688404e+06,53.9426477583125
4.688405e+06,38.232693110324114
4.688406e+06,46.46016911172327
4.688407e+06,60.35009951465753
4.688408e+06,33.954489413832256
4.688409e+06,57.727336417951214
4.68841e+06,24.950512720994794
4.688411e+06,88.0234375
4.688412e+06,70.25
4.688413e+06,77.984375
4.688414e+06,74.39233916394667
4.688415e+06,69.27378689320388
4.688416e+06,64.78086538463077
4.688417e+06,54.04445627275455
4.688418e+06,45.2915096063
4.688419e+06,54.3239440140845
4.68842e+06,49.149750963649474
4.688421e+06,54.89884226125641
4.688422e+06,40.513129067546764
4.688423e+06,30.5
4.688424e+06,83.79821428571428
4.688425e+06,76.06902654867258
4.688426e+06,81.19763157894738
4.688427e+06,81.89393215641122
4.688428e+06,71.75573153414774
4.688429e+06,63.745098039215684
4.68843e+06,53.333655001203134
4.688431e+06,97.17680921052632
4.688432e+06,101.2474835467907
4.688433e+06,96.40677966101696
4.688434e+06,58.208293725516356
4.688435e+06,81.72105077824267
4.688436e+06,54.365640784915776
4.688437e+06,75.74242753623189
4.688438e+06,50.90350877192982
4.688439e+06,95.10000000002273
4.68844e+06,55.894809244018866
4.688441e+06,93.91359931778723
4.688442e+06,76.08879803820493
4.688443e+06,55.00317258126437
4.688444e+06,51.25136186770428
4.688445e+06,81.35477188687327
4.688446e+06,53.47419656377647
4.688447e+06,55.17965250335149
4.688448e+06,44.126182965299684
4.688449e+06,60.698690071163256
4.68845e+06,78.24795936939512
4.688451e+06,69.65463387918922
4.688452e+06,76.33770161290323
4.688453e+06,73.91415177108571
4.688454e+06,55.533252565115376
4.688455e+06,51.45549329005627
4.688456e+06,75.21601093216806
4.688457e+06,50.61119724677027
4.688458e+06,79.07322247740368
4.688459e+06,145.0150344385244
4.68846e+06,52.84366158311365
4.688461e+06,78.84685996000711
4.688462e+06,49.77857142857467
4.688463e+06,50.07519340369679
4.688464e+06,51.093453519446975
4.688465e+06,79.55638297902128
4.688466e+06,55.71155586051481
4.688467e+06,27.346882205928942
4.688468e+06,75.77904191619761
4.688469e+06,79.1170005769417
4.68847e+06,40.34051944616994
4.688471e+06,31.215977285333327
4.688472e+06,24.36521563081188
4.688473e+06,71.52803308823529
4.688474e+06,49.7800120930465
4.688475e+06,36.486213235294116
4.688476e+06,53.78604685457522
4.688477e+06,52.19633189190811
4.688478e+06,72.43505434782608
4.688479e+06,70.39870283018868
4.68848e+06,39.360822018585864
4.688481e+06,65.529433856
4.688482e+06,59.898305084745765
4.688483e+06,60.969231538461536
4.688484e+06,52.97599356922369
4.688485e+06,51.239548248587575
4.688486e+06,54.72527015952762
4.688487e+06,54.27375173625203
4.688488e+06,56.79666954053334
4.688489e+06,51.785714285714285
4.68849e+06,77.9081574814815
4.688491e+06,51.99078300383784
4.688492e+06,31.926842926304687
4.688493e+06,52.8051918917205
4.688494e+06,48.02810756476744
4.688495e+06,52.096460398230086
4.688496e+06,32.691683734636364
4.688497e+06,78.15484696296295
4.688498e+06,91.09702127661701
4.688499e+06,47.7758115335336
4.6885e+06,44.1154929289014
4.688501e+06,49.65672411764706
4.688502e+06,67.37647056414117
4.688503e+06,56.10609421572549
4.688504e+06,71.63756461714286
4.688505e+06,36.022814638438774
4.688506e+06,71.24305552304762
4.688507e+06,51.03277729465107
4.688508e+06,52.24051555012196
4.688509e+06,73.57882352941184
4.68851e+06,75.20952868852457
4.688511e+06,67.23933626400004
4.688512e+06,59.513284071619054
4.688513e+06,51.54726434177571
4.688514e+06,78.24673072984613
4.688515e+06,36.17635782747604
4.688516e+06,56.775716472531215
4.688517e+06,66.22218288669536
4.688518e+06,50.8405
4.688519e+06,57.79894422894873
4.68852e+06,81.31464012048485
4.688521e+06,74.32243980823534
4.688522e+06,36.3670905735619
4.688523e+06,65.34855440779339
4.688524e+06,36.58701298701299
4.688525e+06,72.54384612233846
4.688526e+06,52.51498665731507
4.688527e+06,66.21144524490218
4.688528e+06,60.132219032258064
4.688529e+06,55.53297474379167
4.68853e+06,42.700794369027776
4.688531e+06,53.6389682568899
4.688532e+06,77.85981308411215
4.688533e+06,41.24782608695652
4.688534e+06,57.02317750003948
4.688535e+06,54.16962411612088
4.688536e+06,72.09016393442623
4.688537e+06,44.422981517561404
4.688538e+06,54.90336098360655
4.688539e+06,83.11290322580645
4.68854e+06,49.0953062270137
4.688541e+06,26.000598802395213
4.688542e+06,53.27371823880469
4.688543e+06,59.198599714112895
4.688544e+06,61.419296834685184
4.688545e+06,70.10714285714286
4.688546e+06,51.530140717009616
4.688547e+06,66.39353031694185
4.688548e+06,51.06656901618557
4.688549e+06,82.09443111244445
4.68855e+06,52.41253652940984
4.688551e+06,78.41758484253913
4.688552e+06,55.44320344589473
4.688553e+06,99.41935480567741
4.688554e+06,69.24428700689656
4.688555e+06,62.65889830508475
4.688556e+06,66.15538600593548
4.688557e+06,53.915551116432994
4.688558e+06,56.4620007143
4.688559e+06,85.17460317460315
4.68856e+06,117.92540847410525
4.688561e+06,84.09345238119047
4.688562e+06,73.36194223172885
4.688563e+06,63.199156320175824
4.688564e+06,99.47177746618185
4.688565e+06,44.747184942990515
4.688566e+06,85.64390243902443
4.688567e+06,50.754210720706624
4.688568e+06,65.70951540449124
4.688569e+06,52.922774902058826
4.68857e+06,52.313821506313616
4.688571e+06,52.220560221011056
4.688572e+06,86.65172410262068
4.688573e+06,56.79461940052602
4.688574e+06,47.19755831854313
4.688575e+06,78.69764252589475
4.688576e+06,55.57307386301267
4.688577e+06,27.517980829912055
4.688578e+06,56.84924678512196
4.688579e+06,51.19559090909091
4.68858e+06,51.42876816365217
4.688581e+06,55.075830489642115
4.688582e+06,49.824420760922216
4.688583e+06,88.30872206913891
4.688584e+06,55.59518251468531
4.688585e+06,73.91764703472941
4.688586e+06,71.06896551724138
4.688587e+06,65.54411764705883
4.688588e+06,70.36470588235294
4.688589e+06,68.76072761352326
4.68859e+06,57.899575820769236
4.688591e+06,44.138506280234935
4.688592e+06,61.81782742087323
4.688593e+06,89.9
4.688594e+06,55.8134000000248
4.688595e+06,61.267951940960636
4.688596e+06,83.29655172413798
4.688597e+06,58.51593923261007
4.688598e+06,57.76562138616801
4.688599e+06,50.49924313733334
4.6886e+06,51.48162659016002
4.688601e+06,52.19618617284117
4.688602e+06,53.55867924528303
4.688603e+06,56.27199178143749
4.688604e+06,55.73310718470923
4.688605e+06,55.99993368765834
4.688606e+06,83.25882352941173
4.688607e+06,57.450550238922546
4.688608e+06,80.80615079365086
4.688609e+06,75.12962962962963
4.68861e+06,34.94747441450645
4.688611e+06,80.41768292682927
4.688612e+06,70.3928836430891
4.688613e+06,57.453871779218304
4.688614e+06,61.51341722622892
4.688615e+06,45.46444444444444
4.688616e+06,83.28540929842018
4.688617e+06,57.62100514853464
4.688618e+06,1.324590157219672
4.688619e+06,73.49454479768791
4.68862e+06,58.95163306074107
4.688621e+06,43.4020231559885
4.688622e+06,77.03797468354432
4.688623e+06,61.344790028688884
4.688624e+06,50.18927444794953
4.688625e+06,52.59231400003
4.688626e+06,76.71216412248278
4.688627e+06,70.6909090909091
4.688628e+06,67.02325581395348
4.688629e+06,61
4.68863e+06,57.442293549363114
4.688631e+06,45.305689083012986
4.688632e+06,97.4066176470588
4.688633e+06,29.15191278605128
4.688634e+06,48.857142857142854
4.688635e+06,77.80482859945903
4.688636e+06,43.689045936399296
4.688637e+06,59.395833333333336
4.688638e+06,78.41015624999997
4.688639e+06,55.8902302079608
4.68864e+06,87.09719480519479
4.688641e+06,71.60907546874999
4.688642e+06,39.257486979166664
4.688643e+06,42.90000000002857
4.688644e+06,63.20944104454429
4.688645e+06,47.57168539373783
4.688646e+06,56.9750205405946
4.688647e+06,42.566071428571426
4.688648e+06,53.325818721718754
4.688649e+06,75.751012987013
4.68865e+06,42.9
4.688651e+06,49.10062582171429
4.688652e+06,64.1217120432
4.688653e+06,51.34274388491367
4.688654e+06,51.09258426966293
4.688655e+06,72.13136448598131
4.688656e+06,29.253590748679148
4.688657e+06,71.75510204081633
4.688658e+06,83.09280068768628
4.688659e+06,62.3153846154
4.68866e+06,56.84942487092727
4.688661e+06,50.07936507936508
4.688662e+06,59.110966935
4.688663e+06,49.99559748427673
4.688664e+06,46.29431293485127
4.688665e+06,84.46875
4.688666e+06,55.330927046132345
4.688667e+06,52.54426853658537
4.688668e+06,53.662094067521124
4.688669e+06,80.24999999999999
4.68867e+06,55.087872739228565
4.688671e+06,43.49038729554255
4.688672e+06,74.01006743639995
4.688673e+06,52.109200400000006
4.688674e+06,65.92379298760605
4.688675e+06,65.36331476863157
4.688676e+06,59.96944939969697
4.688677e+06,77.16190476190476
4.688678e+06,58.91162573272223
4.688679e+06,53.466429358499994
4.68868e+06,75.23653846153846
4.688681e+06,55.580714954908316
4.688682e+06,40.4953050135082
4.688683e+06,30.166666666666668
4.688684e+06,79.83686402844116
4.688685e+06,55.7858514454945
4.688686e+06,62.87971039948649
4.688687e+06,49.17276792626086
4.688688e+06,49.04086538461539
4.688689e+06,60.19368640359259
4.68869e+06,77.6242501243871
4.688691e+06,43.86033993438461
4.688692e+06,60.60875689429091
4.688693e+06,70.49566468254545
4.688694e+06,67.95092396335087
4.688695e+06,89.82779141318919
4.688696e+06,62.3529117512963
4.688697e+06,34.40645464859798
4.688698e+06,87.01587301587301
4.688699e+06,54.40285676487654
4.6887e+06,84.14090909090913
4.688701e+06,60.2613960179596
4.688702e+06,51.344448639999996
4.688703e+06,38.855785567659574
4.688704e+06,35
4.688705e+06,27
4.688706e+06,55.633255693196716
4.688707e+06,52.29433467741936
4.688708e+06,54.52954840330303
4.688709e+06,52.83586875692307
4.68871e+06,70.67105097106172
4.688711e+06,55.49481651173493
4.688712e+06,56.686743178803425
4.688713e+06,50.32818394223158
4.688714e+06,33.548
4.688715e+06,56.487837394991594
4.688716e+06,56.288233516000005
4.688717e+06,53.627624676649575
4.688718e+06,57.29489586092079
4.688719e+06,63.1764705882353
4.68872e+06,80.88796304514287
4.688721e+06,54.60207354840645
4.688722e+06,75.63793099917241
4.688723e+06,34.52765432849309
4.688724e+06,71.08474245304504
4.688725e+06,53.134446153863905
4.688726e+06,43.92147726080117
4.688727e+06,79.42387549018946
4.688728e+06,55.08401263189742
4.688729e+06,52.83855701494527
4.68873e+06,62.87213114754098
4.688731e+06,68.44435417349021
4.688732e+06,52.329130901304346
4.688733e+06,70.10392156862746
4.688734e+06,76.70454545454545
4.688735e+06,50.68122270742358
4.688736e+06,68.58510638297872
4.688737e+06,51.31869782613768
4.688738e+06,43.01791390411679
4.688739e+06,55.92185545987963
4.68874e+06,55.76422222222223
4.688741e+06,45.63640516132904
4.688742e+06,55.58398965522414
4.688743e+06,50.672413793103445
4.688744e+06,49.174743482924995
4.688745e+06,52.96932692326154
